GATEADRESSER MED POSTNUMMER -  Kreditering: Erik Bolstad (CC-BY-3.0)
http://www.erikbolstad.no/postnummer/
OBS! Posten gav tidlegare ut gratis gateregistre, men frå 2011 må ein betale fleire titusen i året for å få tilgang til registra. Gatenamna nedanfor er sist oppdatert i mars 2011, og vil ikkje bli oppdatert før Posten endrar politikk.
---
POSTNR	POSTSTAD	GATE/VEG/STADNAMN/ANNA	TYPEKODE	TYPE	BYDEL	KOMMNR	KOMMUNE	FYLKE
0001	OSLO	Sentrum Postboks 1500	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0010	OSLO	Vika Postboks 1	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0010	OSLO	Henrik Ibsens gate 1	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0015	OSLO	Oslo Mil/Akershus	1	Firma/organisasjon med eige postnummer	Sentrum	301	Oslo	Oslo
0016	OSLO	Oslo Mil/Huseby	1	Firma/organisasjon med eige postnummer	Vestre Aker	301	Oslo	Oslo
0017	OSLO	Oslo Mil/Kolsås	1	Firma/organisasjon med eige postnummer		219	Bærum	Akershus
0018	OSLO	Feltpost utland	2	Kjend stadnamn	Sentrum	301	Oslo	Oslo
0021	OSLO	Postbanken	1	Firma/organisasjon med eige postnummer	Frogner	301	Oslo	Oslo
0022	OSLO	Norges Postbank	1	Firma/organisasjon med eige postnummer	Sentrum	301	Oslo	Oslo
0024	OSLO	Alnabru Postboks 500	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0025	OSLO	Sentralstasjonen Postboks 7300	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0026	OSLO	Stortinget	1	Firma/organisasjon med eige postnummer	Sentrum	301	Oslo	Oslo
0026	OSLO	Karl Johans gate 22	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0027	OSLO	Rikshospitalet	1	Firma/organisasjon med eige postnummer	Nordre Aker	301	Oslo	Oslo
0028	OSLO	Youngstorget Postboks 1-3	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0028	OSLO	Youngstorget Postboks 8701-8969	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0030	OSLO	Dep Postboks 8000-8040	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0031	OSLO	Dep Postboks 8041-8099	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0032	OSLO	Dep Postboks 8100-8130	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0033	OSLO	Dep Postboks 8131-8160	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0034	OSLO	Dep Postboks 8161-8199	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0037	OSLO	Oslo kommune, Rådhuset	1	Firma/organisasjon med eige postnummer	Sentrum	301	Oslo	Oslo
0040	OSLO	De Norske Bokklubbene	1	Firma/organisasjon med eige postnummer	Sagene	301	Oslo	Oslo
0041	OSLO	De Norske Bokklubbene	1	Firma/organisasjon med eige postnummer	Sagene	301	Oslo	Oslo
0042	OSLO	De Norske Bokklubbene	1	Firma/organisasjon med eige postnummer	Sagene	301	Oslo	Oslo
0043	OSLO	De Norske Bokklubbene	1	Firma/organisasjon med eige postnummer	Sagene	301	Oslo	Oslo
0045	OSLO	Bankenes Betalingssentral (BBS)	1	Firma/organisasjon med eige postnummer	Stovner	301	Oslo	Oslo
0046	OSLO	Bankenes Betalingssentral (BBS)	1	Firma/organisasjon med eige postnummer	Stovner	301	Oslo	Oslo
0047	OSLO	Bankenes Betalingssentral (BBS)	1	Firma/organisasjon med eige postnummer	Stovner	301	Oslo	Oslo
0048	OSLO	NSB	1	Firma/organisasjon med eige postnummer	Sentrum	301	Oslo	Oslo
0050	OSLO	Stenersgata 1-9	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0051	OSLO	Posthuset Postboks 1-30	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0055	OSLO	Fredhøys Forlag A/S	1	Firma/organisasjon med eige postnummer	Sentrum	301	Oslo	Oslo
0055	OSLO	Hjemmet Bokforlag A/S	1	Firma/organisasjon med eige postnummer	Sentrum	301	Oslo	Oslo
0055	OSLO	Hjemmet Serieforlag A/S	1	Firma/organisasjon med eige postnummer	Sentrum	301	Oslo	Oslo
0055	OSLO	Litor A/S	1	Firma/organisasjon med eige postnummer	Sentrum	301	Oslo	Oslo
0055	OSLO	N.W.Damm og Søn A/S	1	Firma/organisasjon med eige postnummer	Sentrum	301	Oslo	Oslo
0080	OSLO	SAS	1	Firma/organisasjon med eige postnummer	Sentrum	235	Ullensaker	Akershus
0081	OSLO	Aetat - meldekort	1	Firma/organisasjon med eige postnummer	Sentrum	301	Oslo	Oslo
0101	OSLO	Sentrum Postboks 1-100	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0101	OSLO	Sentrum Postboks 331-360	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0102	OSLO	Sentrum Postboks 101-200	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0102	OSLO	Sentrum Postboks 361-390	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0103	OSLO	Sentrum Postboks 201-330	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0103	OSLO	Sentrum Postboks 391-445	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0104	OSLO	Sentrum Postboks 446-457	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0104	OSLO	Sentrum Postboks 801-1150	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0105	OSLO	Sentrum Postboks 458-580	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0105	OSLO	Sentrum Postboks 721-741	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0106	OSLO	Sentrum Postboks 581-720	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0106	OSLO	Sentrum Postboks 742-800	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0107	OSLO	Sentrum Postboks 1151-1199	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0107	OSLO	Sentrum Postboks 2000	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0109	OSLO	Sentrum Postboks 1400-1449	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0110	OSLO	Vika Postboks 1200-1249	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0111	OSLO	Vika Postboks 1250-1299	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0112	OSLO	Vika Postboks 1300-1339	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0113	OSLO	Vika Postboks 1340-1363	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0114	OSLO	Vika Postboks 1364-1399	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0115	OSLO	Vika Postboks 1400-1449	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0116	OSLO	Vika Postboks 1450-1499	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0117	OSLO	Vika Postboks 1500-1559	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0118	OSLO	Vika Postboks 1560-1599	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0119	OSLO	Vika Postboks 1600-1649	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0120	OSLO	Vika Postboks 1650-1699	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0121	OSLO	Vika Postboks 1700-1749	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0122	OSLO	Vika Postboks 1750-1799	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0123	OSLO	Vika Postboks 1800-1859	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0124	OSLO	Vika Postboks 1860-1919	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0125	OSLO	Vika Postboks 1920-1999	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0126	OSLO	Vika Postboks 2090-2199	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0127	OSLO	Vika Postboks 2200-2399	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0128	OSLO	Grensen Postboks 7350	4	Postboksadresse	Sentrum	301	Oslo	Oslo
0129	OSLO	St.Olavs plass Postboks 6600-6700	4	Postboksadresse	St.Hanshaugen	301	Oslo	Oslo
0130	OSLO	St.Olavs plass Postboks 1-4	4	Postboksadresse	St.Hanshaugen	301	Oslo	Oslo
0130	OSLO	St.Olavs plass Postboks 6701-7239	4	Postboksadresse	St.Hanshaugen	301	Oslo	Oslo
0131	OSLO	St.Hanshaugen Postboks 2600-2749	4	Postboksadresse	St.Hanshaugen	301	Oslo	Oslo
0133	OSLO	Grønland Postboks 1-9150	4	Postboksadresse	Gamle Oslo	301	Oslo	Oslo
0134	OSLO	Grønland Postboks 9151-9300	4	Postboksadresse	Gamle Oslo	301	Oslo	Oslo
0135	OSLO	Grønland Postboks 9301-9430	4	Postboksadresse	Gamle Oslo	301	Oslo	Oslo
0136	OSLO	St.Olavs plass Postboks 1-59	4	Postboksadresse	St.Hanshaugen	301	Oslo	Oslo
0137	OSLO	Bekkelaget Postboks 1-59	4	Postboksadresse	Nordstrand	301	Oslo	Oslo
0138	OSLO	Ulvøya Postboks 501-530	4	Postboksadresse	Nordstrand	301	Oslo	Oslo
0139	OSLO	Blåskjellveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0139	OSLO	Fiskekroken	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0139	OSLO	Fjordveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0139	OSLO	Hummerkloa	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0139	OSLO	Måkeveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0139	OSLO	Pans vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0139	OSLO	Seilerstien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0139	OSLO	Vargveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0150	OSLO	Festningskaia	2	Kjend stadnamn	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Fiskehallen	2	Kjend stadnamn	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Fiskekaia	2	Kjend stadnamn	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Havnelageret	2	Kjend stadnamn	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Krankaia	2	Kjend stadnamn	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Langøyene	2	Kjend stadnamn	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Nakholmen	2	Kjend stadnamn	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Normandieplassen	2	Kjend stadnamn	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Rambergøya	2	Kjend stadnamn	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Akershus Festning	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Akershuskai (Søndre og Nordre)	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Akershusstranda	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Akershusutstikkeren	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Bispekaia	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Bleikøya	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Festningsplassen	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Gressholmen	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Heggholmen	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Hovedøya	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Kirsten Flagstads plass	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Langkaia	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Lindøya	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Nylandsveien	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Palékaia	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Paulsenkaia	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Revierkaia	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Sørenga	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Utstikker	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0150	OSLO	Vippetangen	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0151	OSLO	Bankplassen	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0151	OSLO	Glacisgata	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0151	OSLO	Grev Wedels plass	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0151	OSLO	Myntgata	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0151	OSLO	Rådhusgata 1-15, 2-slutt	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0151	OSLO	Revierstredet	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0152	OSLO	Dronningens gate 1-15, 2-20	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0152	OSLO	Fred Olsens gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0152	OSLO	Prinsens gate 1-19, 2-20	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0152	OSLO	Skippergata 1-19, 2-20	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0152	OSLO	Strandgata	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0152	OSLO	Tollbugata 1-23, 2-22	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0152	OSLO	Tollbukaia	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0153	OSLO	Kirkegata	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0153	OSLO	Kongens gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0153	OSLO	Nedre Slottsgate 2	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0154	OSLO	Christian Frederiks plass	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0154	OSLO	Dronningens gate 17-slutt, 22-slutt	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0154	OSLO	Europarådets plass	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0154	OSLO	Havnegata	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0154	OSLO	Jernbanetorget	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0154	OSLO	Karl Johans gate 1-15, 2-16	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0154	OSLO	Skippergata 21-slutt, 22-slutt	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0155	OSLO	Biskop Gunnerus’ gate 1-13	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0155	OSLO	Kirkeristen	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0155	OSLO	Nygata	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0155	OSLO	Storgata 1-15, 2-12	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0155	OSLO	Stortorvet	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0157	OSLO	Christiania Torv	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0157	OSLO	Nedre Slottsgate 1-slutt, 4-slutt	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0157	OSLO	Prinsens gate 21-slutt, 22-slutt	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0157	OSLO	Tollbugata 25-slutt, 24-slutt	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0157	OSLO	Øvre Slottsgate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0158	OSLO	Akersgata 1-45, 2-30	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0158	OSLO	Nedre Vollgate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0158	OSLO	Rådhusgata 17-slutt	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0158	OSLO	Stortingsgata 2-4	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0158	OSLO	Øvre Vollgate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0159	OSLO	Egertorget	2	Kjend stadnamn	Sentrum	301	Oslo	Oslo
0159	OSLO	Smedkroken	2	Kjend stadnamn	Sentrum	301	Oslo	Oslo
0159	OSLO	Stortings plass	2	Kjend stadnamn	Sentrum	301	Oslo	Oslo
0159	OSLO	Arbeidergata	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0159	OSLO	Grensen	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0159	OSLO	Karl Johans gate 17-31, 18-20	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0159	OSLO	Lille Grensen	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0159	OSLO	Rosenkrantz’ gate 1-11, 2-10	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0160	OSLO	Honnørbryggen	2	Kjend stadnamn	Sentrum	301	Oslo	Oslo
0160	OSLO	Pipervikskaia	2	Kjend stadnamn	Sentrum	301	Oslo	Oslo
0160	OSLO	Rådhuspassasjen	2	Kjend stadnamn	Sentrum	301	Oslo	Oslo
0160	OSLO	Fridtjof Nansens plass	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0160	OSLO	Hieronymus Heyerdahls gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0160	OSLO	Kjeld Stubs gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0160	OSLO	Kronprinsesse Märthas plass	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0160	OSLO	Otto Sverdrups gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0160	OSLO	Prestegata	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0160	OSLO	Rådhusbrygge 1	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0160	OSLO	Rådhusbrygge 2	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0160	OSLO	Rådhusbrygge 3	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0160	OSLO	Rådhusbrygge 4	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0160	OSLO	Rådhusplassen	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0160	OSLO	Rosenkrantz’ gate 13-slutt, 12-slutt	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0160	OSLO	Tordenskiolds gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0161	OSLO	Haakon VII’s gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0161	OSLO	Johanne Dybwads plass	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0161	OSLO	Klingenberggata	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0161	OSLO	Munkedamsveien 1-13	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0161	OSLO	Olav Vs gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0161	OSLO	Roald Amundsens gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0161	OSLO	Stortingsgata 1-slutt, 6-slutt	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0162	OSLO	Eidsvolls plass	2	Kjend stadnamn	Sentrum	301	Oslo	Oslo
0162	OSLO	Karl Johans gate 33-slutt, 24-slutt	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0162	OSLO	Universitetsgata 20-slutt	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0164	OSLO	Tullinløkka	2	Kjend stadnamn	Sentrum	301	Oslo	Oslo
0164	OSLO	C. J. Hambros plass	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0164	OSLO	Frederiks gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0164	OSLO	Kristian Augusts gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0164	OSLO	Kristian Iv’s gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0164	OSLO	Pilestredet 15-27, 16-26	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0164	OSLO	Sehesteds gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0164	OSLO	Universitetsgata 1-13, 2-18	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0165	OSLO	Bernhard Getz’ gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0165	OSLO	Bidenkaps gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0165	OSLO	Frimanns gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0165	OSLO	Keysers gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0165	OSLO	Kommandør T.I.Øgrims plass	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0165	OSLO	Langes gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0165	OSLO	Munchs gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0165	OSLO	Nordahl Bruns gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0165	OSLO	Peder Claussøns gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0165	OSLO	St.Olavs gate 1-21, 2-20	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0165	OSLO	St.Olavs plass	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0165	OSLO	Ullevålsveien 1-29, 2-8	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0165	OSLO	Wessels gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0165	OSLO	Zetlitz’ gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0166	OSLO	Edvard Storms gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0166	OSLO	Holbergs gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0166	OSLO	Holbergs plass	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0166	OSLO	Linstows gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0166	OSLO	Pilestredet 29-41, 28-38	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0166	OSLO	St.Olavs gate 23-slutt, 22-slutt	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0166	OSLO	Staffeldts gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0166	OSLO	Sven Bruns gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0166	OSLO	Tullins gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0166	OSLO	Welhavens gate 1-7, 2-6	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0167	OSLO	Hegdehaugsveien 2-22	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0167	OSLO	Hjalmar Larsens gate	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0167	OSLO	Pilestredet 40-60	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0167	OSLO	Wergelandsveien	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0168	OSLO	Bislett	2	Kjend stadnamn	St.Hanshaugen	301	Oslo	Oslo
0168	OSLO	Bolteløkka allé 1-7, 2	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0168	OSLO	Eugenies gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0168	OSLO	Laura Gundersens gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0168	OSLO	Louises gate 2-14	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0168	OSLO	Snorres gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0168	OSLO	Sofies gate 23-69, 18-70	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0168	OSLO	Thereses gate 20-slutt	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0168	OSLO	Wilhelms gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0169	OSLO	Benneches gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0169	OSLO	Colletts gate 1-33, 2-46	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0169	OSLO	Frydenlundgata	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0169	OSLO	Henrichsens gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0169	OSLO	Krafts gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0169	OSLO	Louises gate 1-slutt, 16-slutt	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0169	OSLO	Mikkel Doblougs gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0169	OSLO	Sofies plass	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0170	OSLO	Bislettgata	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0170	OSLO	Dalsbergstien	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0170	OSLO	Dovregata	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0170	OSLO	Falbes gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0170	OSLO	Glückstads gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0170	OSLO	Hallings gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0170	OSLO	Krumgata	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0170	OSLO	Lille Bislett	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0170	OSLO	Schwensens gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0170	OSLO	Sofies gate 1-21, 2-16	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0170	OSLO	Stensberggata	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0171	OSLO	Brandts gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0171	OSLO	Elias Blix’ gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0171	OSLO	Geitmyrsveien 1-35, 2-32	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0171	OSLO	Herman Foss’ gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0171	OSLO	Ilagata	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0171	OSLO	Knud Knudsens plass	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0171	OSLO	Ullevålsveien 31-61, 10-32	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
